Appartement;67.0;2;1;539;1;0;0
Appartement;45.0;2;1;440;1;0;0
Appartement;53.0;2;1;545;0;0;0
Appartement;63.0;3;2;700;0;0;0
Appartement;78.0;4;2;612;0;0;0
Appartement;63.0;3;2;672;0;0;0
Studio;19.0;1;1;302;1;0;0
Appartement;68.0;3;2;570;0;0;0
Appartement;55.0;3;2;690;1;0;0
Appartement;62.0;3;2;589;0;0;0
Appartement;56.0;2;1;524;0;0;0
Appartement;64.0;4;2;550;1;0;0
Appartement;116.0;4;3;768;1;1;0
Appartement;105.0;4;2;784;1;0;0
Maison;164.0;6;4;1250;0;1;0
Appartement;107.0;4;3;830;1;0;0
Appartement;51.0;2;1;508;0;0;0
Appartement;79.0;4;3;510;0;0;0
Appartement;51.0;3;2;410;1;0;0
Appartement;56.0;2;1;480;0;0;0
Maison;110.0;5;3;1000;1;0;0
Appartement;39.0;2;1;470;0;0;0
Appartement;42.0;2;1;483;0;0;0
Appartement;50.0;2;1;492;0;0;0
Appartement;80.0;4;2;700;0;0;0
Maison;108.0;4;3;763;1;0;0
Appartement;92.0;4;2;779;1;0;0
Appartement;53.0;2;1;520;1;0;0
Appartement;51.0;2;1;495;1;0;0
Appartement;50.0;3;2;495;1;0;0
Appartement;48.0;3;2;490;1;1;0
Appartement;27.0;2;1;339;0;0;0
Appartement;78.0;4;3;755;1;0;1
Appartement;74.0;4;3;600;1;0;0
Appartement;42.0;2;1;471;0;0;1
Appartement;17.0;1;1;520;1;1;0
Appartement;15.0;1;1;440;1;0;0
Appartement;127.0;6;4;1180;1;0;0
Appartement;67.0;2;1;569;1;0;0
Appartement;67.0;2;1;564;0;0;0
Appartement;43.0;2;1;450;1;0;0
Appartement;58.0;2;1;508;1;0;0
Appartement;78.0;3;2;550;0;0;0
Appartement;141.0;5;3;960;0;0;0
Appartement;56.0;2;1;480;1;0;0
Appartement;83.0;3;2;765;1;0;0
Appartement;65.0;4;2;426;1;0;0
Appartement;41.0;2;1;410;1;0;0
Appartement;49.0;2;1;382;0;0;0
Appartement;87.0;4;2;850;0;0;0
Appartement;43.0;2;1;475;0;0;0
Appartement;71.0;3;2;595;1;0;0
Appartement;72.0;3;2;500;1;0;0
Appartement;130.0;4;3;1300;1;0;0
Maison;97.0;4;2;890;1;1;0
Appartement;50.0;2;1;430;1;0;0
Appartement;28.0;2;1;355;1;0;0
Appartement;76.0;4;3;740;1;0;1
Appartement;34.0;2;1;409;1;0;1
Appartement;61.0;3;2;505;1;0;0
Appartement;58.0;3;2;493;0;0;0
Appartement;42.0;2;1;440;0;0;0
Maison;78.0;4;3;850;1;0;1
Appartement;47.0;2;1;566;0;0;0
Appartement;72.0;4;2;555;1;1;0
Appartement;125.0;5;3;914;0;0;0
Appartement;65.0;3;2;608;1;0;0
Appartement;75.0;3;2;760;0;0;0
Appartement;110.0;5;3;910;0;0;0
Appartement;64.0;3;2;657;0;0;0
Appartement;53.0;3;2;475;1;0;0
Appartement;45.0;2;1;715;0;1;1
Appartement;66.0;3;2;666;0;0;0
Maison;108.0;4;3;763;1;1;1
Appartement;50.0;2;1;484;1;0;0
Appartement;82.0;4;3;789;0;0;0
Appartement;57.0;2;1;600;1;0;0
Appartement;49.0;2;1;358;0;0;0
Appartement;68.0;3;2;525;1;0;0
Appartement;58.0;3;2;530;1;0;0
Appartement;45.0;3;2;455;1;0;0
Appartement;76.0;3;2;655;1;0;0
Appartement;115.0;5;3;850;0;0;1
Maison;94.0;5;4;1245;0;1;0
Appartement;92.0;4;2;805;0;0;0
Appartement;95.0;3;2;695;0;0;0
Appartement;76.0;4;3;640;0;0;0
Appartement;45.0;2;1;590;1;0;1
Appartement;73.0;4;3;585;1;0;0
Maison;59.0;3;2;585;0;0;1
Appartement;52.0;2;1;430;1;0;0
Appartement;61.0;2;1;520;0;0;1
Appartement;62.0;2;1;530;1;0;0
Appartement;41.0;2;1;410;0;0;0
Appartement;70.0;3;2;675;1;0;0
Appartement;65.0;3;1;490;1;0;0
Appartement;39.0;2;1;445;1;0;0
Appartement;52.0;3;2;525;0;0;1
Appartement;58.0;3;2;600;0;0;0
Appartement;66.0;3;2;500;1;0;0
Appartement;54.0;2;1;452;0;0;0
Maison;98.0;4;3;670;1;0;0
Appartement;57.0;3;2;495;0;0;1
Appartement;70.0;3;2;573;0;0;0
Appartement;75.0;4;3;613;0;0;0
Appartement;40.0;2;1;370;0;0;0
Appartement;40.0;2;1;414;1;0;0
Appartement;30.0;2;1;300;0;0;0
Appartement;61.0;3;2;575;1;0;0
Appartement;35.0;2;1;300;1;0;0
Appartement;36.0;2;1;393;1;0;0
Appartement;43.0;2;1;415;0;0;1
Maison;80.0;4;2;700;1;1;1
Appartement;40.0;2;1;395;0;0;1
Appartement;100.0;4;3;750;0;1;0
Appartement;26.0;2;1;380;0;0;0
Studio;19.0;1;1;250;0;0;0
Appartement;22.0;1;1;313;0;0;0
Appartement;83.0;3;2;515;0;0;0
Appartement;42.0;2;1;384;0;0;0
Studio;29.0;2;1;305;1;0;1
Appartement;70.0;3;2;675;0;0;0
Appartement;40.0;2;1;470;0;1;0
Studio;63.0;3;2;280;0;0;0
Appartement;55.0;3;2;570;1;0;0
Appartement;49.0;2;1;500;0;0;0
Appartement;40.0;2;1;400;0;0;0
Appartement;62.0;3;1;504;0;0;0
Appartement;43.0;3;2;518;0;0;0
Appartement;47.0;2;1;425;1;0;0
Appartement;46.0;2;1;455;1;0;0
Appartement;90.0;5;2;790;0;0;1
Appartement;76.0;4;2;525;0;0;0
Appartement;40.0;2;1;498;1;0;0
Appartement;46.0;2;1;450;0;0;0
Appartement;59.0;3;1;305;1;0;0
Appartement;41.0;2;1;394;1;0;0
Appartement;55.0;2;1;490;0;0;0
Appartement;45.0;2;1;395;1;0;0
Appartement;40.0;2;1;465;0;0;1
Appartement;50.0;2;1;420;0;0;0
Appartement;73.0;3;2;540;0;0;0
Studio;26.0;1;1;350;1;0;0
Appartement;39.0;3;1;374;0;0;0
Appartement;30.0;2;1;340;0;0;0
Appartement;45.0;2;1;439;1;0;0
Appartement;58.0;3;2;505;0;0;0
Appartement;39.0;2;1;399;0;0;0
Appartement;47.0;2;1;463;0;0;0
Appartement;76.0;3;2;450;1;0;0
Appartement;91.0;4;3;520;1;0;1
Appartement;47.0;2;1;442;1;0;0
Studio;18.0;1;1;380;0;0;0
Appartement;119.0;5;4;1150;1;0;0
Appartement;59.0;3;2;576;1;0;1
Studio;20.0;1;1;433;1;0;0
Appartement;29.0;2;1;396;1;0;0
Studio;21.0;1;1;320;1;0;1
Appartement;61.0;3;2;595;1;0;1
Appartement;39.0;2;1;455;0;0;1
Appartement;45.0;2;1;485;0;0;1
Appartement;60.0;3;2;575;0;0;0
Appartement;41.0;2;1;455;0;0;0
Appartement;39.0;2;1;445;0;0;0
Appartement;27.0;2;1;360;0;0;0
Appartement;60.0;3;2;575;0;0;0
Appartement;34.0;2;1;390;0;0;0
Appartement;100.0;4;3;695;1;0;0
Appartement;83.0;3;2;549;1;0;0
Appartement;45.0;2;1;410;1;0;0
Appartement;20.0;1;1;275;1;0;0
Appartement;28.0;2;1;432;1;0;0
Appartement;54.0;2;1;445;1;0;0
Studio;23.0;1;1;400;0;0;0
Appartement;46.0;2;1;460;1;0;1
Appartement;62.0;3;2;530;0;0;0
Appartement;39.0;2;1;461;0;0;0
Appartement;96.0;3;2;680;0;0;0
Appartement;43.0;2;1;415;1;0;0
Appartement;56.0;2;1;425;1;0;0
Appartement;82.0;3;2;676;1;0;0
Appartement;88.0;4;3;659;1;0;0
Appartement;40.0;2;1;440;0;1;0
Appartement;88.0;3;2;620;1;0;0
Appartement;59.0;3;2;560;0;0;0
Appartement;63.0;2;1;475;0;0;0
Appartement;61.0;3;2;575;0;0;1
Appartement;40.0;2;1;455;0;0;1
Appartement;52.0;2;1;450;1;0;0
Appartement;73.0;3;2;550;0;0;0
Appartement;85.0;2;1;635;1;0;0
Appartement;82.0;3;2;570;0;0;0
Maison;52.0;2;1;600;1;0;1
Appartement;73.0;3;2;618;0;0;0
Appartement;100.0;3;2;623;0;0;0
Appartement;42.0;2;1;413;0;0;1
Appartement;61.0;3;2;519;0;0;0
Maison;200.0;7;3;1000;0;0;1
Appartement;47.0;2;1;406;1;0;0
Appartement;38.0;2;1;415;0;0;0
Appartement;26.0;4;3;760;1;0;0
Appartement;64.0;3;2;546;1;0;0
Appartement;80.0;3;2;605;1;0;0
Appartement;35.0;2;1;473;0;0;0
Appartement;38.0;2;1;435;0;0;1
Appartement;46.0;2;1;529;0;0;0
Appartement;42.0;2;1;515;0;0;0
Appartement;64.0;3;2;429;1;0;0
Appartement;35.0;2;1;425;1;0;0
Maison;80.0;4;3;699;0;0;1
Appartement;63.0;3;2;575;1;0;0
Appartement;64.0;3;2;500;0;0;0
Appartement;35.0;2;1;310;0;0;0
Appartement;58.0;3;2;590;1;0;1
Appartement;63.0;3;2;545;0;0;0
Appartement;32.0;2;1;319;1;0;0
Appartement;48.0;2;1;445;1;0;0
Appartement;131.0;5;4;805;0;0;0
Appartement;136.0;4;3;730;0;0;0
Appartement;34.0;2;1;330;0;0;0
Appartement;69.0;3;2;550;1;0;0
Appartement;44.0;2;1;395;0;0;0
Appartement;93.0;4;3;631;1;0;0
Appartement;38.0;2;1;400;0;0;0
Appartement;124.0;5;3;850;0;0;0
Appartement;96.0;4;3;790;1;0;0
Appartement;45.0;3;2;430;1;0;0
Maison;65.0;3;2;570;0;0;0
Appartement;42.0;2;1;355;1;0;0
Appartement;63.0;3;2;600;0;0;0
Appartement;46.0;2;1;460;0;0;0
Appartement;44.0;2;1;445;1;1;0
Appartement;20.0;1;1;337;1;0;0
Appartement;93.0;4;3;957;1;0;0
Appartement;40.0;2;1;401;1;0;0
Appartement;101.0;3;2;680;1;0;0
Appartement;49.0;3;1;445;1;0;0
Appartement;62.0;3;2;535;0;0;0
Appartement;30.0;2;1;400;1;0;0
Appartement;38.0;2;1;450;1;0;1
Appartement;40.0;2;1;490;0;0;0
Appartement;62.0;3;2;545;0;0;0
Appartement;38.0;2;1;459;1;0;0
Appartement;55.0;3;2;591;0;0;0
Appartement;49.0;2;1;500;1;0;0
Maison;80.0;3;2;682;1;1;1
Maison;92.0;4;3;732;1;0;0
Appartement;27.0;2;1;550;1;0;0
Appartement;49.0;2;1;465;0;0;0
Appartement;87.0;4;2;745;1;0;0
Appartement;45.0;2;1;480;0;0;0
Appartement;95.0;4;3;950;0;0;0
Appartement;115.0;4;3;1100;0;0;0
Appartement;45.0;2;1;462;1;0;0
Maison;88.0;4;3;760;1;0;1
Maison;88.0;4;3;760;1;0;1
Maison;88.0;4;3;760;0;0;1
Appartement;66.0;4;3;350;1;0;0
Appartement;80.0;3;2;710;1;0;0
Appartement;64.0;3;2;570;0;0;0
Appartement;70.0;4;3;380;1;0;0
Appartement;48.0;2;1;489;1;0;0
Appartement;50.0;3;2;515;0;0;0
Appartement;63.0;3;2;608;0;0;0
Appartement;81.0;4;3;506;0;0;0
Appartement;17.0;1;1;320;0;0;0
Appartement;34.0;2;1;415;0;0;1
Appartement;75.0;3;2;568;0;0;0
Appartement;86.0;3;2;600;0;0;0
Appartement;86.0;3;2;600;0;0;0
Appartement;86.0;3;2;600;0;0;0
Appartement;80.0;4;2;720;0;1;0
Appartement;50.0;2;1;470;1;0;0
Studio;24.0;1;1;350;0;0;0
Appartement;73.0;3;2;710;0;0;1
Maison;55.0;3;2;600;0;1;0
Appartement;65.0;3;2;588;0;0;0
Appartement;37.0;3;1;415;0;0;0
Appartement;49.0;2;1;480;1;0;0
Appartement;50.0;2;1;502;1;1;0
Maison;95.0;4;4;900;1;1;0
Appartement;83.0;3;2;612;0;0;0
Studio;37.0;3;1;380;1;0;1
Studio;44.0;3;1;490;0;0;1
Studio;64.0;4;2;610;0;0;1
Appartement;27.0;2;1;430;1;0;0
Appartement;117.0;3;2;1100;0;0;0
Appartement;130.0;4;3;920;0;0;0
Maison;138.0;7;5;1000;0;0;0
Appartement;49.0;3;2;480;1;0;0
Appartement;62.0;3;2;575;0;0;0
Appartement;62.0;3;2;575;0;0;0
Appartement;62.0;3;2;575;0;0;0
Appartement;73.0;3;2;564;0;0;1
Appartement;62.0;3;2;547;1;0;1
Appartement;90.0;3;2;850;0;0;0
Appartement;30.0;2;1;420;1;0;0
Maison;160.0;6;5;1155;0;1;0
Appartement;26.0;2;1;325;0;0;0
Appartement;39.0;2;1;555;1;0;0
Appartement;58.0;3;2;559;1;0;0
Appartement;28.0;2;1;380;1;0;1
Appartement;64.0;3;2;595;0;0;0
Appartement;66.0;3;2;569;1;0;1
Appartement;44.0;2;1;452;1;0;0
Appartement;84.0;3;2;727;0;0;0
Studio;23.0;1;1;350;0;0;0
Appartement;41.0;2;1;500;1;0;0
Appartement;80.0;3;2;490;1;0;0
Appartement;25.0;1;1;296;1;0;0
Appartement;62.0;3;2;566;1;0;0
Appartement;29.0;2;1;530;1;0;0
Appartement;22.0;2;1;340;0;0;0
Appartement;41.0;2;1;480;1;0;0
Appartement;68.0;3;2;650;0;0;0
Studio;22.0;1;1;385;1;0;1
Appartement;68.0;3;2;447;0;0;0
Appartement;65.0;3;2;508;1;0;0
Appartement;61.0;2;1;480;0;0;0
Appartement;69.0;3;2;595;0;0;0
Appartement;102.0;5;4;586;1;0;0
Appartement;47.0;2;1;490;1;0;0
Appartement;75.0;3;2;598;1;0;0
Maison;90.0;4;3;720;1;1;0
Appartement;32.0;3;1;420;0;0;0
Appartement;72.0;3;2;564;1;0;0
Appartement;48.0;2;1;451;0;0;0
Appartement;52.0;3;2;460;1;0;0
Appartement;88.0;4;2;990;1;0;1
Appartement;19.0;1;1;330;1;0;0
Maison;67.0;3;1;763;0;1;1
Appartement;41.0;2;1;575;0;0;0
Appartement;41.0;2;1;495;1;0;0
Appartement;68.0;3;2;675;1;0;0
Appartement;58.0;3;2;672;0;0;0
Maison;93.0;4;3;1400;1;0;1
Appartement;56.0;3;2;643;1;0;0
Appartement;62.0;3;2;600;1;1;1
Appartement;86.0;3;2;345;1;0;0
Appartement;28.0;2;1;565;1;0;0
Appartement;42.0;2;1;556;1;0;0
Appartement;46.0;2;1;590;0;0;0
Maison;93.0;4;3;1400;1;0;1
Appartement;80.0;3;2;800;1;0;1
Maison;94.0;4;3;1400;1;0;1
Appartement;63.0;3;2;710;0;0;0
Appartement;56.0;3;2;579;0;0;1
Appartement;40.0;2;1;530;0;0;0
Appartement;66.0;3;2;750;1;0;0
Appartement;37.0;2;1;590;1;0;0
Appartement;58.0;3;2;895;1;0;0
Appartement;44.0;2;1;485;1;0;0
Appartement;47.0;2;1;590;1;0;0
Appartement;44.0;2;1;542;0;0;0
Appartement;65.0;3;2;712;0;0;0
Appartement;74.0;3;2;795;0;0;0
Appartement;29.0;2;1;395;1;0;0
Appartement;54.0;2;1;850;0;1;1
Appartement;38.0;2;1;465;1;0;0
Appartement;54.0;3;2;560;1;0;0
Appartement;48.0;2;1;528;1;0;0
Appartement;37.0;2;1;583;1;0;0
Appartement;60.0;3;2;668;1;0;0
Appartement;65.0;3;2;708;0;0;0
Appartement;74.0;3;2;740;0;0;0
Appartement;41.0;2;1;640;0;0;0
Appartement;69.0;3;2;770;0;0;0
Appartement;72.0;4;3;830;0;1;0
Appartement;46.0;3;2;650;1;0;0
Appartement;64.0;3;2;680;1;1;1
Appartement;45.0;2;1;580;0;0;0
Appartement;40.0;3;2;600;1;0;0
Appartement;69.0;3;2;810;1;0;0
Studio;22.0;1;1;335;1;0;0
Appartement;63.0;3;2;642;0;0;0
Appartement;90.0;4;3;900;1;0;1
Appartement;85.0;3;2;721;0;0;1
Appartement;70.0;3;2;920;1;0;0
Appartement;46.0;2;1;590;0;0;0
Appartement;62.0;3;2;750;0;0;0
Appartement;30.0;2;1;445;1;0;0
Appartement;37.0;2;1;450;0;0;0
Appartement;55.0;3;2;620;1;0;0
Appartement;41.0;2;1;600;1;0;0
Appartement;43.0;2;1;620;1;0;0
Appartement;46.0;2;1;720;1;0;1
Appartement;62.0;3;2;680;0;0;0
Appartement;46.0;2;1;520;0;0;0
Appartement;36.0;2;1;475;0;0;1
Appartement;40.0;2;1;472;0;0;0
Appartement;69.0;3;2;710;1;0;0
Appartement;72.0;4;2;685;1;0;0
Appartement;72.0;4;2;630;0;0;0
Appartement;44.0;3;2;530;0;0;0
Appartement;73.0;3;2;620;0;0;0
Appartement;80.0;3;2;750;0;0;0
Appartement;43.0;2;1;530;1;0;0
Appartement;83.0;4;3;875;0;0;0
Appartement;60.0;3;2;595;1;0;0
Appartement;77.0;3;2;560;1;0;0
Appartement;70.0;3;2;750;0;0;0
Appartement;105.0;5;3;950;0;0;0
Appartement;82.0;4;2;590;1;0;0
Appartement;67.0;3;1;643;1;0;0
Appartement;149.0;7;5;1350;0;0;0
Appartement;100.0;5;3;780;1;0;0
Appartement;57.0;2;1;520;1;0;0
Appartement;97.0;4;3;770;1;0;0
Appartement;68.0;3;2;615;0;0;0
Appartement;38.0;2;1;470;1;0;0
Appartement;78.0;4;3;595;0;0;0
Appartement;38.0;2;1;470;0;0;0
Appartement;60.0;2;1;530;0;0;0
Appartement;52.0;3;2;580;0;0;0
Appartement;81.0;3;2;690;1;0;0
Appartement;45.0;2;1;550;1;0;0
Appartement;63.0;3;2;700;1;1;0
Appartement;47.0;3;2;670;1;0;0
Appartement;35.0;2;1;460;1;0;0
Appartement;32.0;2;1;320;1;0;0
Appartement;51.0;2;1;525;0;0;0
Appartement;58.0;3;2;650;1;0;0
Appartement;94.0;4;3;1050;1;0;0
Appartement;120.0;4;3;1000;0;0;0
Appartement;51.0;2;1;573;0;0;0
Appartement;39.0;2;1;460;0;1;0
Appartement;41.0;2;1;520;0;0;0
Appartement;135.0;4;3;1235;1;0;0
Appartement;77.0;3;2;837;1;0;0
Appartement;35.0;2;1;460;1;0;0
Appartement;68.0;3;2;700;1;1;0
Appartement;72.0;5;3;650;0;0;0
Appartement;62.0;4;2;620;0;0;0
Appartement;53.0;3;2;615;0;0;0
Appartement;71.0;4;2;600;1;0;0
Appartement;45.0;2;1;555;0;0;0
Appartement;69.0;3;2;600;0;1;0
Appartement;49.0;2;1;517;1;0;0
Appartement;39.0;2;1;419;0;0;0
Appartement;68.0;3;2;875;0;0;1
Appartement;62.0;3;2;650;1;0;0
Appartement;118.0;5;4;1665;0;1;1
Appartement;70.0;4;2;400;1;0;0
Appartement;38.0;2;1;460;1;0;0
Appartement;30.0;2;1;420;1;0;0
Appartement;101.0;5;3;995;1;0;0
Appartement;27.0;2;1;393;1;0;0
Appartement;66.0;3;2;810;0;0;0
Appartement;21.0;2;1;475;1;0;0
Appartement;107.0;5;4;900;1;0;1
Appartement;92.0;4;3;898;0;0;0
Appartement;41.0;2;1;455;0;0;0
Maison;81.0;5;3;880;0;1;0
Maison;110.0;5;4;1195;0;1;0
Appartement;51.0;3;2;540;1;0;0
Appartement;62.0;3;2;635;0;0;0
Appartement;68.0;3;2;674;1;0;0
Appartement;33.0;2;1;410;0;0;0
Maison;75.0;4;3;1000;1;1;0
Appartement;44.0;2;1;553;0;0;0
Appartement;43.0;2;1;510;0;0;1
Appartement;73.0;3;2;745;1;0;0
Appartement;80.0;4;3;800;0;0;0
Appartement;50.0;3;2;700;1;0;0
Appartement;24.0;2;1;476;1;0;1
Appartement;31.0;2;1;382;0;0;0
Appartement;43.0;2;1;446;1;0;0
Appartement;49.0;2;1;502;0;0;0
Maison;186.0;8;5;1490;0;0;1
Maison;140.0;8;5;1590;0;1;1
Appartement;65.0;3;2;550;0;0;0
Appartement;93.0;4;3;823;1;0;1
Appartement;41.0;2;1;528;0;0;1
Appartement;80.0;4;2;900;1;0;0
Appartement;32.0;2;1;500;1;0;0
Appartement;91.0;4;3;850;1;0;0
Appartement;57.0;2;2;614;0;0;0
Appartement;37.0;2;1;490;0;0;0
Appartement;47.0;2;1;515;1;0;1
Appartement;17.0;1;1;326;1;0;0
Appartement;75.0;3;2;601;0;0;0
Appartement;66.0;3;2;595;0;0;0
Appartement;40.0;2;1;431;0;0;0
Appartement;75.0;4;3;830;1;0;0
Appartement;30.0;2;1;490;1;0;0
Appartement;66.0;3;2;790;1;0;0
Appartement;68.0;4;3;850;0;0;0
Appartement;43.0;2;1;495;1;0;0
Appartement;32.0;2;1;565;1;0;0
Appartement;100.0;4;3;990;1;0;0
Appartement;42.0;2;1;575;0;0;0
Appartement;115.0;5;2;1550;0;0;0
Appartement;54.0;2;1;590;0;0;0
